Agglomeration_ID,Agglomeration_Name,Country,AU_Regions,ISO3,Longitude,Latitude,Altitude,Population_2015,Density_2015,Builtup,Distance to metro,Closest Metro,Voronoi,Population_1950,Population_1960,Population_1970,Population_1980,Population_1990,Population_2000,Population_2010,pop_growth
3879,al-Daba,Egypt,North Africa,EGY,28.454,31.023,28,"20,735",#DIV/0!,0,286,Cairo,19143, -   , -   ,"1,676","3,628","10,993","19,339","18,063",7.2
3880,Djendel,Algeria,North Africa,DZA,2.414,36.218,328,"20,731",7650,2.71,83,Alger,283,935,"5,140","4,810","7,142","11,220","16,586","19,422",25
3881,Maiaduwa,Nigeria,West Africa,NGA,8.232,13.18,476,"20,729",7822,2.65,135,Kano,1249, -   ,"9,836","10,000","10,000","10,400","13,600","17,900",52.4
3882,Kafr Damira al-Qadim,Egypt,North Africa,EGY,31.374,31.104,4,"20,728",10630,1.95,109,Cairo,29,"2,553","3,397","4,586","5,559","6,577","8,051","9,724",157.5
3883,Kaouara,Cote d`Ivoire,West Africa,CIV,-5.193,10.094,319,"20,726",29192,0.71,157,Bobo-Dioulasso,835, -   , -   , -   , -   ,"2,468","3,174","12,544",553
3884,Omu,Nigeria,West Africa,NGA,3.864,6.698,32,"20,717",4785,4.33,61,Lagos,194, -   , -   , -   ,"10,700","14,300","17,200","20,700",20.4
3885,Bale Town,Ethiopia,East Africa,ETH,39.999,7.73,2435,"20,715",5819,3.56,203,Addis Ababa City,3028, -   , -   , -   , -   , -   ,"3,800","6,834",445.1
3886,al-Qanawiyya al-Bahriyya,Egypt,North Africa,EGY,32.29,26.039,74,"20,712",17260,1.2,465,Cairo,169, -   ,"6,781","6,838","8,501","12,053","15,792","18,451",31.2
3887,Zeribet El Oued,Algeria,North Africa,DZA,6.507,34.682,45,"20,712",4176,4.96,389,Alger,6004, -   ,"2,585","2,517","4,144","8,442","12,318","17,907",68.1
3888,Guepahouo,Cote d`Ivoire,West Africa,CIV,-5.707,6.472,229,"20,701",7724,2.68,154,Bouake,568, -   ,"1,165","3,226","5,350","6,302","12,980","17,546",59.5
3889,Chinaksen Town,Ethiopia,East Africa,ETH,42.604,9.507,2010,"20,700",5363,3.86,160,Hargeisa,2882, -   , -   , -   , -   , -   ,"9,572","14,160",116.3
3890,Mehoni Town,Ethiopia,East Africa,ETH,39.644,12.797,1783,"20,700",8347,2.48,291,Asmara,5728, -   , -   , -   , -   ,"5,517","8,956","16,061",131.1
3891,Bangadi,Democratic Republic of the Congo,Central Africa,COD,27.916,4.129,711,"20,700",5012,4.13,412,Juba,4242, -   , -   , -   , -   , -   , -   ,"13,800",#VALUE!
3892,Butiama,Tanzania,East Africa,TZA,33.962,-1.767,1433,"20,689",4188,4.94,143,Kisii aggl.,946, -   , -   , -   , -   , -   ,"14,646","18,227",41.3
3893,Igbobun Sowunmi,Nigeria,West Africa,NGA,3.111,6.81,63,"20,685",3500,5.91,28,Lagos,213, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
3894,Nama,Sudan,East Africa,SDN,28.221,10.579,428,"20,670",2600,7.95,719,Khartum,12014, -   , -   , -   , -   , -   ,"13,827","18,077",49.5
3895,Siguirini,Guinea,West Africa,GIN,-10.121,11.76,467,"20,669",6044,3.42,256,Bamako,13298, -   , -   , -   , -   , -   ,"6,044","16,278",242
3896,Rinjim Gaini,Nigeria,West Africa,NGA,9.128,10.071,922,"20,655",8100,2.55,223,Kano,784, -   , -   , -   , -   ,"8,000","11,500","16,400",79.6
3897,Inyi-Umuom,Nigeria,West Africa,NGA,7.298,6.114,185,"20,650",2500,8.26,41,Onitsha,151, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
3898,Yabayo,Cote d`Ivoire,West Africa,CIV,-6.599,5.951,190,"20,642",5148,4.01,259,Bouake,385, -   ,501,786,"2,178","7,355","10,525","17,287",96.1
3899,Laqana,Egypt,North Africa,EGY,30.621,31.023,2,"20,632",15871,1.3,116,Cairo,32,"4,484","5,438","6,543","8,013","10,108","11,952","14,588",72.6
3900,Tiassale,Cote d`Ivoire,West Africa,CIV,-4.828,5.897,26,"20,613",6045,3.41,109,Abidjan,428,"1,640","2,658","7,652","15,767","19,601","18,396","20,056",12.1
3901,Ksar El Abtal,Algeria,North Africa,DZA,5.288,35.974,898,"20,612",735,28.04,219,Alger,333, -   , -   , -   , -   ,"4,562","6,903","18,789",198.6
3902,Sabra,Algeria,North Africa,DZA,-1.528,34.828,597,"20,602",4187,4.92,466,Alger,633,"1,479","3,642","5,453","7,197","10,420","13,957","15,203",47.6
3903,Mendi Town,Ethiopia,East Africa,ETH,35.107,9.792,1616,"20,600",2999,6.87,393,Addis Ababa City,5225, -   , -   ,"2,760","3,738","6,746","11,721","16,188",75.8
3904,al-Khandaq,Sudan,East Africa,SDN,30.591,18.558,230,"20,600",2500,8.24,394,Khartum,11033, -   , -   , -   , -   ,767,"2,860","10,667",620.3
3905,Ludo Cok,South Sudan,East Africa,SSD,29.083,7.061,429,"20,600",821,25.09,368,Juba,1859, -   , -   , -   , -   , -   , -   ,"15,616",#VALUE!
3906,Masamuna,Democratic Republic of the Congo,Central Africa,COD,17.615,-4.796,489,"20,600",6113,3.37,253,Kinshasa,2575, -   , -   , -   , -   , -   , -   ,"15,261",#VALUE!
3907,Mbosi,Nigeria,West Africa,NGA,7.452,5.381,120,"20,594",3011,6.84,64,Onitsha,244, -   , -   , -   ,"10,100","13,100","16,400","20,600",25.6
3908,Kum al-Mahris,Egypt,North Africa,EGY,30.743,27.983,40,"20,594",18065,1.14,243,Cairo,18,"2,095","2,472","2,919","3,666","4,949","6,242","7,658",229.9
3909,Doko-Centre,Benin,West Africa,BEN,1.811,6.86,132,"20,590",9192,2.24,72,Cotonou,65, -   , -   , -   ,"1,813","1,761","2,163","17,689",851.9
3910,Magba,Cameroon,Central Africa,CMR,11.23,5.963,751,"20,582",5120,4.02,227,Yaoundé,2157, -   , -   ,"4,700","8,841","11,160","16,269","20,202",26.5
3911,Mhunze,Tanzania,East Africa,TZA,33.831,-3.615,1159,"20,580",4594,4.48,338,Kisii aggl.,2717, -   , -   , -   , -   , -   ,"14,299","18,509",43.9
3912,Silwa Bahri,Egypt,North Africa,EGY,32.926,24.799,103,"20,575",22861,0.9,613,Cairo,583,"5,531","6,509","7,978","10,010","12,275","13,829","18,450",48.8
3913,Gazirat al-Tawabiyya,Egypt,North Africa,EGY,32.588,26.138,77,"20,573",36738,0.56,461,Cairo,113,"3,240","3,879","4,419","5,554","7,051","8,757","12,068",134.9
3914,Gedo Town,Ethiopia,East Africa,ETH,37.454,9.015,2394,"20,571",6050,3.4,123,Addis Ababa City,650, -   , -   ,"3,750","4,295","4,869","7,798","12,990",163.8
3915,Maquival (Mugogoda),Mozambique,Southern Africa,MOZ,37.076,-17.789,7,"20,570",3979,5.17,313,Blantyre,532, -   , -   , -   , -   , -   , -   ,"18,041",#VALUE!
3916,al-Dawiyya,Egypt,North Africa,EGY,31.067,29.044,27,"20,568",11427,1.8,122,Cairo,74,"1,918","2,435","2,897","3,738","4,727","5,990","7,749",243.4
3917,Dinguiraye,Guinea,West Africa,GIN,-10.716,11.287,426,"20,546",2327,8.83,337,Bamako,12279,"2,800","2,839","2,928","4,351","9,718","14,680","18,398",40
3918,Agona Nyakrom,Ghana,West Africa,GHA,-0.787,5.609,110,"20,521",14055,1.46,68,Accra,122,"8,538","13,500","11,252","11,527","13,037","15,750","18,745",30.3
3919,Vila de Iapala,Mozambique,Southern Africa,MOZ,38.047,-15.025,693,"20,517",3901,5.26,335,Blantyre,4989, -   , -   , -   , -   , -   ,"11,323","16,435",81.2
3920,Uduma,Nigeria,West Africa,NGA,7.647,6.088,55,"20,500",1921,10.67,70,Onitsha,209, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
3921,Mit Ghazal,Egypt,North Africa,EGY,31.048,30.722,9,"20,498",16665,1.23,69,Cairo,20,"5,096","5,441","6,149","7,420","9,122","10,877","18,406",88.5
3922,Golungo Alto,Angola,Southern Africa,AGO,14.772,-9.138,618,"20,492",12649,1.62,164,Luanda,8052, -   , -   , -   , -   , -   ,"5,300","12,686",286.6
3923,Ndamera UA,Malawi,Southern Africa,MWI,35.221,-17.109,52,"20,491",2842,7.21,150,Blantyre,1053, -   , -   , -   , -   ,"6,711","4,021","18,205",409.6
3924,Tsumeb,Namibia,Southern Africa,NAM,17.715,-19.251,1326,"20,489",2862,7.16,372,Windhoek,35214,"5,700","7,800","12,400","11,377","15,632","15,065","18,741",36
3925,Refilwe,South Africa,Southern Africa,ZAF,28.529,-25.637,1396,"20,489",8067,2.54,56,Johannesburg,956, -   , -   , -   , -   ,"3,574","10,875","17,554",88.4
3926,Songwa,Tanzania,East Africa,TZA,33.554,-3.551,1194,"20,484",5506,3.72,341,Kisii aggl.,434, -   , -   , -   ,"3,295","4,730","22,269","18,423",-8
3927,Chibuwe/Maongere,Zimbabwe,Southern Africa,ZWE,32.309,-20.451,432,"20,480",2165,9.46,315,Harare,4926, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
3928,Ora,Nigeria,West Africa,NGA,5.064,8.032,582,"20,477",6758,3.03,143,Ibadan,132, -   , -   , -   , -   ,"6,900","9,300","12,500",120.2
3929,Senbete Town,Ethiopia,East Africa,ETH,39.989,10.302,1500,"20,460",6126,3.34,221,Addis Ababa City,5478, -   , -   , -   , -   ,"2,848","3,858","5,991",430.3
3930,Iyale,Nigeria,West Africa,NGA,7.312,7.634,402,"20,454",6706,3.05,203,Onitsha,379, -   ,"7,524","8,000","9,000","9,900","13,000","17,100",57.3
3931,Adiapoto 2,Cote d`Ivoire,West Africa,CIV,-4.192,5.325,25,"20,453",13111,1.56,22,Abidjan,419, -   , -   , -   ,259,324,316,"3,909",6372.5
3932,Blangoua,Cameroon,Central Africa,CMR,14.555,12.775,287,"20,452",10277,1.99,88,Ndjamena/Kousséri [TCD],3371, -   , -   , -   , -   ,"9,775","14,135","18,730",44.7
3933,Azuzimi,Nigeria,West Africa,NGA,7.514,4.92,57,"20,444",1973,10.36,110,Onitsha,431, -   , -   , -   ,"12,800","18,600","19,500","20,400",4.8
3934,Ginido Town,Ethiopia,East Africa,ETH,37.75,8.588,1964,"20,436",4330,4.72,95,Addis Ababa City,1214, -   , -   , -   , -   ,"2,585","4,156","7,230",391.7
3935,Were Ilu Town,Ethiopia,East Africa,ETH,39.419,10.582,2659,"20,427",6134,3.33,210,Addis Ababa City,1048, -   , -   ,"3,290","4,858","5,547","7,153","10,805",185.6
3936,El Madher,Algeria,North Africa,DZA,6.372,35.63,900,"20,409",4002,5.1,324,Alger,516, -   ,"2,624","3,856","5,864","10,133","15,537","18,580",31.4
3937,Aburi,Ghana,West Africa,GHA,-0.177,5.841,390,"20,406",2303,8.86,20,Accra,363,"3,360","4,700","7,656","7,559","8,391","10,071","18,043",102.6
3938,Kérou,Benin,West Africa,BEN,2.12,10.819,336,"20,405",7420,2.75,299,Niamey,3469, -   ,"6,900","5,700","4,836","5,133","7,551","11,624",170.2
3939,Tanguiéta,Benin,West Africa,BEN,1.266,10.628,254,"20,400",3434,5.94,333,Niamey,2731, -   , -   , -   ,"4,562","8,473","13,363","17,612",52.7
3940,Luonyaker,South Sudan,East Africa,SSD,28.382,8.246,414,"20,400",1663,12.27,515,Juba,2282, -   , -   , -   , -   , -   , -   ,"15,465",#VALUE!
3941,Kadimadiba,Democratic Republic of the Congo,Central Africa,COD,23.077,-5.772,636,"20,400",6000,3.4,747,Bujumbura,931, -   , -   , -   , -   , -   , -   ,"16,312",#VALUE!
3942,Vila de Songo,Mozambique,Southern Africa,MOZ,32.762,-15.606,843,"20,392",2007,10.16,202,Lilongwe,14721, -   , -   ,"2,200", -   , -   ,"15,331","16,461",33
3943,Koshe Town,Ethiopia,East Africa,ETH,38.537,8.007,1857,"20,391",5696,3.58,97,Addis Ababa City,385, -   , -   , -   , -   , -   ,"4,668","8,759",336.8
3944,N'Dali,Benin,West Africa,BEN,2.72,9.859,382,"20,388",4195,4.86,300,Ibadan,1706, -   , -   , -   ,"4,055","7,683","11,866","17,047",71.8
3945,Mataleng,South Africa,Southern Africa,ZAF,24.5,-28.532,1123,"20,385",4602,4.43,310,Maseru,2907, -   , -   , -   , -   ,"5,331","3,332","17,813",511.8
3946,Margate,South Africa,Southern Africa,ZAF,30.371,-30.847,44,"20,382",1047,19.46,126,Durban,72,"3,666","2,895","4,758","8,360","6,522","10,098","18,812",101.8
3947,Kiva,Nigeria,West Africa,NGA,13.78,11.228,374,"20,379",8421,2.42,173,Ndjamena/Kousséri [TCD],606, -   , -   , -   , -   ,"9,200","13,700","20,400",48.8
3948,Nhlangano,Kingdom of Eswatini,Southern Africa,SWZ,31.267,-27.18,944,"20,379",785,25.95,82,Manzini,1195, -   , -   , -   , -   , -   ,"20,610","19,744",-1.1
3949,Danfiq,Egypt,North Africa,EGY,32.726,25.864,74,"20,376",84900,0.24,494,Cairo,62,"6,846","8,322","8,291","9,433","12,587","15,254","18,151",33.6
3950,Seka Town,Ethiopia,East Africa,ETH,36.718,7.598,1823,"20,362",3871,5.26,112,Sodo Town,555, -   , -   , -   , -   ,"3,408","5,237","8,112",288.8
3951,Boikhutso,South Africa,Southern Africa,ZAF,26.127,-26.184,1464,"20,362",5989,3.4,175,Gaborone,2252, -   , -   , -   ,"2,180","4,778","16,634","19,035",22.4
3952,Manfu,Nigeria,West Africa,NGA,4.959,9.069,97,"20,344",7479,2.72,215,Ibadan,489, -   , -   , -   , -   ,"6,200","10,800","18,700",88.4
3953,Tignon,Nigeria,West Africa,NGA,11.692,9.549,187,"20,344",8584,2.37,439,Kano,735, -   , -   , -   , -   ,"5,200","10,200","20,100",99.5
3954,Dahrut,Egypt,North Africa,EGY,30.803,28.609,35,"20,341",16273,1.25,174,Cairo,10,"6,296","6,952","7,421","8,767","10,801","13,562","17,759",50
3955,al-Bairat,Egypt,North Africa,EGY,32.634,25.703,71,"20,337",47295,0.43,509,Cairo,53,"4,719","5,975","7,301","9,278","11,815","14,502","17,822",40.2
3956,Tabarka,Tunisia,North Africa,TUN,8.74,36.96,100,"20,335",860,23.6,129,Tunis,1004,"1,017","1,446","2,895","6,032","11,471","14,403","18,083",41.2
3957,Abshina & Bani Musa,Egypt,North Africa,EGY,31.052,29.144,27,"20,328",21175,0.96,111,Cairo,16,"4,948","5,725","6,744","8,366","10,801","14,031","17,401",44.9
3958,Lundazi,Zambia,Southern Africa,ZMB,33.169,-12.295,1123,"20,322",1826,11.13,193,Lilongwe,16405, -   , -   , -   ,"4,083","5,590","9,159","15,902",121.9
3959,al-Madamud,Egypt,North Africa,EGY,32.736,25.734,83,"20,311",22568,0.9,508,Cairo,300,"4,333","5,607","7,117","8,813","11,592","13,942","17,799",45.7
3960,Wamfie,Ghana,West Africa,GHA,-2.7,7.306,283,"20,309",3040,6.68,136,Kumasi,811,"1,935","5,000","6,025","7,125","8,781","11,121","18,242",82.6
3961,Bandaf,Egypt,North Africa,EGY,31.412,30.57,10,"20,305",10521,1.93,51,Cairo,28,"4,135","4,563","5,665","7,036","8,880","11,009","17,623",84.4
3962,Korsimoro,Burkina Faso,West Africa,BFA,-1.066,12.826,294,"20,303",5153,3.94,72,Ouagadougou,1345, -   , -   , -   ,622,"1,658","13,299","17,645",52.7
3963,Manthata,South Africa,Southern Africa,ZAF,28.917,-23.152,1055,"20,303",728,27.89,329,Johannesburg,10252, -   , -   , -   , -   , -   ,"11,327","11,420",79.2
3964,Anisoc,Equatorial Guinea,Central Africa,GNQ,10.718,1.829,468,"20,300",1534,13.23,102,Bata,1915, -   , -   , -   , -   ,831,"6,828","14,283",197.3
3965,Dulayq,Sudan,East Africa,SDN,23.264,12.474,800,"20,300",5516,3.68,893,Ndjamena/Kousséri [TCD],2821, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
3966,Tshibinda,Democratic Republic of the Congo,Central Africa,COD,20.888,-7.241,645,"20,300",7000,2.9,687,Kinshasa,2575, -   , -   , -   , -   , -   , -   ,"13,500",#VALUE!
3967,Igana,Nigeria,West Africa,NGA,3.249,7.976,227,"20,286",7143,2.84,95,Ibadan,1857, -   , -   , -   , -   ,"7,800","12,000","18,400",69.1
3968,Andinet,Ethiopia,East Africa,ETH,37.139,11.46,1944,"20,285",5310,3.82,325,Addis Ababa City,370, -   , -   , -   , -   , -   , -   ,"12,568",#VALUE!
3969,Bousse,Burkina Faso,West Africa,BFA,-1.898,12.662,337,"20,281",3159,6.42,54,Ouagadougou,1788, -   ,"3,329","4,107","5,004","7,133","12,114","17,555",67.4
3970,Dokolo,Uganda,East Africa,UGA,33.162,1.91,1076,"20,278",2986,6.79,172,Mbale,4086, -   , -   , -   , -   , -   ,"12,616","17,457",60.7
3971,Chavani,South Africa,Southern Africa,ZAF,30.129,-23.2,656,"20,277",1785,11.36,369,Mbabane,132, -   , -   , -   , -   , -   ,"19,047","19,846",6.5
3972,al-Lahun,Egypt,North Africa,EGY,31.012,29.248,33,"20,261",67537,0.3,101,Cairo,59,932,"5,518","6,623","7,987","10,389","13,244","17,014",53
3973,Ikoko Ijesa,Nigeria,West Africa,NGA,4.839,7.652,404,"20,246",7179,2.82,105,Ibadan,76, -   , -   , -   , -   ,"8,400","13,000","20,200",55.7
3974,Kafr al-Hammam,Egypt,North Africa,EGY,30.805,30.979,6,"20,242",10710,1.89,104,Cairo,11,"2,156","2,595","2,880","3,395","4,335","5,307","18,176",281.4
3975,Kiyawa,Nigeria,West Africa,NGA,9.6,11.782,391,"20,240",8000,2.53,119,Kano,1035, -   ,"5,329","7,000","8,000","9,900","13,600","18,700",48.8
3976,Minshat al-Dahab al-Qibliyya,Egypt,North Africa,EGY,30.7,28.001,41,"20,237",10221,1.98,242,Cairo,20, -   ,"5,405","5,781","7,417","10,106","13,357","17,668",51.5
3977,Ekan Meje,Nigeria,West Africa,NGA,5.107,8.053,567,"20,234",6722,3.01,149,Ibadan,40, -   , -   , -   , -   ,"11,500","15,200","20,200",33.1
3978,uMlalazi,South Africa,Southern Africa,ZAF,31.45,-28.899,477,"20,226",1078,18.77,114,Durban,1200, -   , -   , -   , -   , -   ,"16,951","16,376",19.3
3979,Hareour,Algeria,North Africa,DZA,1.523,36.277,578,"20,219",2401,8.42,147,Alger,216, -   , -   ,"2,976","3,427","9,769","13,024","17,502",55.2
3980,Burka Town,Ethiopia,East Africa,ETH,41.568,8.822,1511,"20,209",9228,2.19,286,Hargeisa,7835, -   , -   , -   , -   , -   ,"3,407","6,428",493.2
3981,Wegel Tena Town,Ethiopia,East Africa,ETH,39.18,11.591,2876,"20,200",3700,5.46,307,Addis Ababa City,1983, -   , -   , -   , -   ,"3,636","5,576","9,290",262.3
3982,Ogboro,Nigeria,West Africa,NGA,3.611,8.765,413,"20,200",7984,2.53,152,Ibadan,459, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
3983,Vila de Homoine,Mozambique,Southern Africa,MOZ,35.158,-23.902,71,"20,190",785,25.73,334,Cidade de Maputo,8291, -   , -   , -   , -   , -   ,"6,370","19,531",217
3984,Luenoufla,Cote d`Ivoire,West Africa,CIV,-6.241,7.071,257,"20,187",9567,2.11,150,Bouake,318, -   ,507,"1,449","4,530","11,528","14,655","21,606",37.7
3985,Loloma,Zambia,Southern Africa,ZMB,24.339,-13.413,1099,"20,182",1813,11.13,392,Lubumbashi,10433, -   , -   , -   , -   , -   ,"10,769","12,760",87.4
3986,Ekwendeni UA,Malawi,Southern Africa,MWI,33.881,-11.373,1192,"20,181",4144,4.87,290,Lilongwe,2917, -   , -   , -   , -   ,"4,203","5,290","17,420",281.5
3987,Abuesi,Ghana,West Africa,GHA,-1.648,4.979,16,"20,175",6405,3.15,179,Accra,9, -   , -   ,"2,509","3,857","5,870","8,873","19,330",127.4
3988,Alkeso Town,Ethiopia,East Africa,ETH,38.235,7.922,2303,"20,170",8511,2.37,112,Addis Ababa City,450, -   , -   , -   , -   , -   ,792,"1,319",2446.7
3989,Hawarat Adlan,Egypt,North Africa,EGY,30.973,29.208,26,"20,170",10136,1.99,106,Cairo,24,"4,822","5,337","5,782","7,014","9,109","11,482","16,985",75.7
3990,Aasalaya,Sudan,East Africa,SDN,32.733,13.254,397,"20,167",5054,3.99,252,Khartum,844, -   , -   , -   ,"18,486","7,264","9,608","18,219",109.9
3991,Siyathemba,South Africa,Southern Africa,ZAF,28.588,-26.652,1633,"20,166",4955,4.07,77,Johannesburg,1342, -   , -   , -   ,"2,000","10,132","17,536","19,248",15
3992,El Malah,Algeria,North Africa,DZA,-1.097,35.388,84,"20,150",5431,3.71,404,Alger,234,"5,998","4,503","7,765","9,222","12,249","15,262","18,812",32
3993,Kagarko,Nigeria,West Africa,NGA,7.696,9.491,660,"20,149",9328,2.16,292,Kano,1520, -   , -   , -   , -   ,"3,300","6,500","12,900",210
3994,Etaro,Tanzania,East Africa,TZA,33.717,-1.51,1165,"20,146",1318,15.29,140,Kisii aggl.,5918, -   , -   , -   , -   , -   ,"8,962","17,748",124.8
3995,Samla,Egypt,North Africa,EGY,30.994,30.918,7,"20,141",10436,1.93,91,Cairo,24,"4,259","4,860","5,918","7,053","8,549","10,313","18,087",95.3
3996,Batibo,Cameroon,Central Africa,CMR,9.904,5.839,1150,"20,137",934,21.55,198,Douala,2077, -   , -   ,"5,000","5,328","8,438","9,647","19,578",108.7
3997,Rogo,Nigeria,West Africa,NGA,7.825,11.553,603,"20,130",8020,2.51,91,Kano,632, -   , -   , -   , -   ,"8,300","11,700","16,500",72.1
3998,Malindi/Mizingo UA,Malawi,Southern Africa,MWI,35.29,-14.342,510,"20,126",4328,4.65,160,Blantyre,1476, -   , -   , -   , -   ,"2,451","3,016","16,933",567.3
3999,Lumbala,Angola,Southern Africa,AGO,21.432,-14.1,1129,"20,123",4826,4.17,709,Lubumbashi,50877, -   , -   , -   , -   , -   , -   ,"9,949",#VALUE!
4000,Akomadan,Ghana,West Africa,GHA,-1.962,7.411,389,"20,122",2822,7.13,88,Kumasi,438,"2,694","4,800","7,310","9,296","11,515","14,016","17,872",43.6
4001,El Ksiba,Morocco,North Africa,MAR,-6.032,32.567,1008,"20,120",6210,3.24,184,Casablanca,1890,"2,425","4,211","5,911","9,223","13,296","17,081","19,340",17.8
4002,Butaleja,Uganda,East Africa,UGA,33.956,0.921,1066,"20,115",3039,6.62,48,Mbale,1131, -   , -   , -   , -   , -   ,"7,627","12,357",163.7
4003,Idere,Nigeria,West Africa,NGA,3.258,7.488,166,"20,108",7080,2.84,73,Ibadan,246, -   , -   , -   , -   ,"4,500","6,700","9,900",200.1
4004,Municipio de Ulongoe,Mozambique,Southern Africa,MOZ,34.356,-14.715,1266,"20,107",2974,6.76,114,Lilongwe,3260, -   , -   , -   , -   , -   ,"18,884","15,762",6.5
4005,Emuoha,Nigeria,West Africa,NGA,6.861,4.883,15,"20,102",5404,3.72,106,Onitsha,225, -   , -   , -   , -   ,"12,100","14,600","17,500",37.7
4006,Wacha Town,Ethiopia,East Africa,ETH,35.794,7.143,1966,"20,100",7256,2.77,201,Sodo Town,1767, -   , -   , -   , -   , -   ,"6,235","13,394",222.4
4007,Gutin town,Ethiopia,East Africa,ETH,36.633,9.563,1351,"20,100",5894,3.41,225,Addis Ababa City,1933, -   , -   , -   , -   , -   ,"5,767","15,775",248.5
4008,Seke-Banza,Democratic Republic of the Congo,Central Africa,COD,13.275,-5.336,483,"20,100",5000,4.02,161,Pointe Noire,2877, -   , -   , -   , -   ,"3,645","4,666","5,892",330.8
4009,Bili,Democratic Republic of the Congo,Central Africa,COD,25.171,4.159,581,"20,100",6000,3.35,713,Juba,12402, -   , -   , -   , -   , -   , -   ,"13,400",#VALUE!
4010,Darwish,Egypt,North Africa,EGY,31.866,30.876,3,"20,084",87322,0.23,101,Cairo,12, -   , -   ,"5,746","8,521","10,694","12,677","17,431",58.4
4011,Iwopin,Nigeria,West Africa,NGA,4.187,6.508,12,"20,078",6314,3.18,98,Lagos,529, -   , -   , -   ,"10,300","13,500","15,300","17,400",31.2
4012,Samamiya,Nigeria,West Africa,NGA,9.646,11.347,434,"20,077",7692,2.61,141,Kano,741, -   , -   , -   , -   ,"12,800","16,000","20,100",25.5
4013,Gudi,Nigeria,West Africa,NGA,8.28,8.884,420,"20,075",7144,2.81,346,Kano,648, -   , -   , -   , -   ,"9,900","13,100","17,400",53.2
4014,Inticho Town,Ethiopia,East Africa,ETH,39.148,14.282,1971,"20,073",7841,2.56,119,Asmara,943, -   , -   ,"2,200","3,045","4,218","7,119","11,975",182
4015,Mbogwo,Nigeria,West Africa,NGA,7.487,6.108,203,"20,064",3800,5.28,56,Onitsha,80, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
4016,Sumaila,Nigeria,West Africa,NGA,8.954,11.534,486,"20,055",7927,2.53,69,Kano,1363, -   , -   , -   , -   ,"7,200","9,700","13,200",106.8
4017,al-Manzala,Egypt,North Africa,EGY,31.256,30.334,15,"20,051",18064,1.11,23,Cairo,33,"2,067","2,474","3,181","4,178","5,354","6,520","7,383",207.5
4018,Bitale,Tanzania,East Africa,TZA,29.716,-4.685,1175,"20,049",7317,2.74,138,Bujumbura,679, -   , -   , -   , -   , -   ,"14,473","17,718",38.5
4019,Rahouia,Algeria,North Africa,DZA,1.022,35.531,657,"20,045",6206,3.23,228,Alger,965,"2,808","4,646","5,066","7,054","10,536","14,561","17,631",37.7
4020,Muke Turi Town,Ethiopia,East Africa,ETH,38.873,9.55,2653,"20,041",7132,2.81,81,Addis Ababa City,1356, -   , -   , -   , -   , -   ,"4,287","7,411",367.5
4021,Arib,Algeria,North Africa,DZA,2.071,36.293,274,"20,031",1879,10.66,102,Alger,261, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
4022,Malubelube,South Africa,Southern Africa,ZAF,28.786,-30.254,1475,"20,026",788,25.41,156,Maseru,10089, -   , -   , -   , -   , -   ,"20,529","19,914",-2.5
4023,Guai,Nigeria,West Africa,NGA,3.291,9.625,423,"20,025",7203,2.78,253,Ibadan,1404, -   , -   , -   , -   ,"7,900","12,300","19,300",62.8
4024,Maru,Nigeria,West Africa,NGA,6.402,12.328,384,"20,025",7500,2.67,235,Kano,998, -   ,"7,586","8,000","9,000","9,500","12,700","17,100",57.7
4025,Monyakeng,South Africa,Southern Africa,ZAF,26.374,-27.825,1303,"20,024",5547,3.61,205,Maseru,2787, -   , -   , -   ,"4,900","13,140","26,647","22,025",-24.9
4026,Biftu Town,Ethiopia,East Africa,ETH,35.267,6.819,1156,"20,020",4955,4.04,261,Sodo Town,22896, -   , -   , -   , -   , -   , -   ,"6,354",#VALUE!
4027,Beyla,Guinea,West Africa,GIN,-8.645,8.689,679,"20,019",4400,4.55,352,Monrovia,9725,"4,900","3,194","5,883","5,508","9,211","12,679","17,230",57.9
4028,Sinduwa,Egypt,North Africa,EGY,31.318,30.249,16,"20,019",13170,1.52,15,Cairo,107,"4,078","4,980","5,960","7,426","9,692","13,147","17,439",52.3
4029,Nembe,Nigeria,West Africa,NGA,6.405,4.536,14,"20,000",6250,3.2,160,Onitsha,1440, -   ,"23,845","20,000","17,000","14,700","16,300","18,100",22.7
4030,Amla Samki,Sudan,East Africa,SDN,24.906,12.725,871,"20,000",4000,5,879,Khartum,2731, -   , -   , -   , -   , -   ,"13,979","17,749",43.1
4031,New Settlement 4000 Houses,Sudan,East Africa,SDN,35.96,13.992,546,"20,000",5935,3.37,351,Asmara,916, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
4032,Magbema,Sierra Leone,West Africa,SLE,-12.911,9.042,57,"20,000",7353,2.72,76,Freetown,547, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
